crop,rf,temp,ph
Arecanut,1024.038,21,6
Arecanut,1024.038,21,6
Arecanut,1024.671,21,6
Arecanut,1024.722,21,6
Arecanut,1025,21,6
Arecanut,1025,21,6
Arecanut,1025,21,6
Arecanut,1025,21,6
Arecanut,1025,21,6
Arecanut,1025,21,6
Arecanut,1025,21,6
Arecanut,1025,21,6
Arecanut,1025,21,6
Arecanut,1025,21,6
Arecanut,1025.167,21,6
Arecanut,1025.358,21,6
Arecanut,1025.493,21,6
Arecanut,1025.692,21,6
Arecanut,1026.389,21,6
Arecanut,1026.563,21,6
Arecanut,1026.613,21,6
Arecanut,1026.639,21,6
Arecanut,1026.667,21,6
Arecanut,1026.893,21,6
Arecanut,1026.953,21,6
Arecanut,1027.083,21,6
Arecanut,1027.39,21,6
Arecanut,1027.589,21,6
Arecanut,1027.822,21,6
Arecanut,1028.042,21,6
Arecanut,1028.157,25,6
Arecanut,1028.638,25,6
Arecanut,1029.121,25,6
Arecanut,1029.31,25,6
Arecanut,1029.666,25,6
Arecanut,1029.869,25,6
Arecanut,1030,25,6
Arecanut,1030.35,25,6
Arecanut,1030.357,25,6
Arecanut,1030.585,25,6
Arecanut,1030.655,25,6
Arecanut,1031.25,25,6
Arecanut,1031.59,25,6
Arecanut,1031.977,25,6
Arecanut,1033.594,25,6
Arecanut,1034.375,25,6.2
Arecanut,1035.901,25,6.2
Arecanut,1036.111,25,6.2
Arecanut,1036.519,25,6.2
Arecanut,1036.914,25,6.2
Arecanut,1037.5,25,6.2
Arecanut,1037.76,25,6.2
Arecanut,1038.194,25,6.2
Arecanut,1038.952,25,6.2
Arecanut,1040.278,25,6.2
Arecanut,1041.384,25,6.2
Arecanut,1041.698,25,6.2
Arecanut,1045.393,25,6.2
Arecanut,1049.285,25,6.2
Arecanut,1053.809,25,6.2
Arecanut,1054.497,25,6.2
Bajra,404.4798,22,3.1
Bajra,404.5911,22,3.1
Bajra,405.0319,22,3.1
Bajra,405.072,22,3.1
Bajra,405.3446,22,3.1
Bajra,405.4791,22,3.1
Bajra,405.7522,22,3.1
Bajra,405.8453,22,3.1
Bajra,408.6329,23,3.1
Bajra,409.0837,23,3.1
Bajra,409.1488,23,3.1
Bajra,409.1926,23,3.1
Bajra,409.6731,23,3.1
Bajra,409.8092,23,3.1
Bajra,410.0281,23,3.1
Bajra,410.4479,24,3.3
Bajra,410.9417,25,3.3
Bajra,411.3894,25,3.3
Bajra,412.1767,25,3.3
Bajra,412.7148,26,3.5
Bajra,413.2353,26,3.5
Bajra,413.4567,26,3.5
Bajra,414.827,26,3.7
Bajra,415.1091,26,3.7
Bajra,415.5759,26,4
Bajra,415.7344,26,4
Bajra,415.8328,26,4
Bajra,415.9662,27,4
Bajra,416.0583,27,4
Bajra,416.1771,27,4
Bajra,416.2185,27,4
Bajra,416.451,27,4
Bajra,416.5822,27,4
Bajra,423.1072,27,4
Bajra,423.2872,27,4
Bajra,423.3784,27,4
Bajra,423.7356,27,4.3
Bajra,423.8866,27,4.3
Bajra,423.9503,27,4.3
Bajra,414.74,27,4.3
Bajra,415.0241,27,4.5
Bajra,418.6165,27,4.5
Bajra,418.651,27,4.5
Bajra,418.7457,27,4.7
Bajra,418.8203,27,4.7
Bajra,418.9166,27,4.7
Bajra,419.2754,27,4.7
Bajra,419.664,27,4.7
Bajra,419.7989,28,4.7
Bajra,420.6267,28,4.9
Bajra,420.9116,28,4.9
Bajra,420.9145,28,4.9
Bajra,421.2543,28,4.9
Bajra,421.3882,28,4.9
Bajra,421.3985,28,4.9
Bajra,421.5648,28,4.9
Bajra,421.7846,28,4.9
Bajra,421.8009,28,4.9
Bajra,421.9809,28,5.3
Bajra,422.1882,28,5.3
Bajra,422.194,28,5.3
Bajra,422.5755,27,5.3
Bajra,422.7225,27,5.3
Bajra,422.8398,27,5.3
Bajra,423.0995,27,5.5
Bajra,423.1201,27,5.5
Bajra,423.2578,27,5.5
Bajra,423.298,27,5.5
Bajra,423.3319,27,5.5
Bajra,423.5755,27,5.5
Bajra,423.6217,27,5.5
Bajra,423.6471,27,5.5
Bajra,423.7708,27,5.5
Bajra,423.7833,27,5.5
Bajra,423.8551,27,5.5
Bajra,423.878,27,5.7
Bajra,423.9052,27,5.7
Bajra,423.9062,27,5.7
Bajra,423.9203,27,5.7
Bajra,423.9729,27,5.7
Bajra,424.0439,27,5.7
Bajra,424.292,27,5.7
Bajra,424.3,27,5.7
Bajra,424.4499,27,5.7
Bajra,424.5102,27,5.7
Bajra,424.6152,27,5.7
Bajra,424.6727,27,5.7
Bajra,424.6738,27,5.7
Bajra,424.6739,27,5.7
Bajra,424.6775,27,5.7
Bajra,424.7153,27,5.7
Bajra,424.7626,27,5.7
Bajra,424.8538,27,5.9
Bajra,424.8696,27,5.9
Bajra,424.9985,27,5.9
Bajra,425.005,27,5.9
Bajra,425.076,27,5.9
Bajra,425.1505,27,5.9
Bajra,425.2921,27,5.9
Bajra,425.3095,27,5.9
Bajra,425.6191,27,5.9
Bajra,425.6935,27,5.9
Bajra,425.9364,26,5.9
Bajra,425.9543,26,5.9
Bajra,426.0385,26,6.1
Bajra,426.1172,26,6.1
Bajra,426.1937,26,6.1
Bajra,426.3067,26,6.1
Bajra,426.4029,26,6.1
Bajra,426.6099,26,6.1
Bajra,426.6323,26,6.1
Bajra,426.7552,26,6.1
Bajra,426.8108,26,6.1
Bajra,427.3375,26,6.1
Bajra,427.4482,26,6.1
Bajra,427.5819,26,6.1
Bajra,427.6176,26,6.1
Bajra,427.6591,26,6.1
Bajra,427.6777,26,6.1
Bajra,427.7121,26,6.1
Bajra,427.8894,26,6.1
Bajra,428.0071,26,6.1
Bajra,428.0976,26,6.1
Bajra,428.1322,26,6.1
Bajra,428.1678,26,6.1
Bajra,428.2501,26,6.3
Bajra,428.2726,26,6.3
Bajra,428.3024,26,6.3
Bajra,428.3819,26,6.3
Bajra,428.453,26,6.3
Bajra,428.5992,26,6.3
Bajra,428.7273,26,6.3
Bajra,428.7909,26,6.3
Bajra,428.8331,26,6.3
Bajra,428.9467,26,6.3
Bajra,428.963,26,6.3
Bajra,429.1033,26,6.3
Bajra,429.16,26,6.3
Bajra,429.2621,26,6.3
Bajra,429.4739,26,6.3
Bajra,429.5653,26,6.3
Bajra,429.6086,26,6.3
Bajra,429.8413,26,6.3
Bajra,430.0899,26,6.3
Bajra,430.1056,26,6.3
Bajra,430.4479,26,6.5
Bajra,430.528,26,6.5
Bajra,430.5619,26,6.5
Bajra,430.571,26,6.5
Bajra,430.618,26,6.5
Bajra,430.8439,26,6.5
Bajra,430.9197,26,6.5
Bajra,430.9488,26,6.5
Bajra,431.0472,26,6.5
Bajra,431.0911,26,6.5
Bajra,431.2479,26,6.5
Bajra,431.3657,26,6.5
Bajra,431.4947,26,6.5
Bajra,431.6392,26,6.5
Bajra,431.6604,26,6.5
Bajra,431.6781,26,6.5
Bajra,431.7054,26,6.5
Bajra,431.8043,25,6.5
Bajra,431.8249,25,6.5
Bajra,431.8312,25,6.5
Bajra,431.8619,25,6.5
Bajra,431.9511,25,6.5
Bajra,431.9819,25,6.5
Bajra,432.0485,25,6.5
Bajra,432.1531,25,6.5
Bajra,432.1642,25,6.5
Bajra,432.1679,25,6.5
Bajra,432.2562,25,6.5
Bajra,432.4,25,7
Bajra,432.4212,25,7
Bajra,432.5264,25,7
Bajra,432.6208,25,7
Bajra,432.7297,25,7
Bajra,432.805,25,7
Bajra,432.805,25,7
Bajra,432.805,25,7
Bajra,432.8173,25,7
Bajra,432.8939,25,7
Bajra,432.9504,25,7
Bajra,433.0162,25,7
Bajra,433.094,25,7
Bajra,433.094,25,7
Bajra,433.5882,25,7
Bajra,433.6203,25,7
Bajra,433.6916,25,7
Bajra,433.9379,25,7.5
Bajra,433.9485,25,7.5
Bajra,434.1229,25,7.5
Bajra,434.5978,24.5,7.5
Bajra,434.879,24.5,7.5
Bajra,434.906,24.5,7.5
Bajra,434.9677,24.5,7.5
Bajra,434.9735,24.5,7.5
Bajra,434.9961,24.5,7.5
Bajra,435.0272,24.5,7.5
Bajra,435.2309,24.5,7.5
Bajra,435.2417,24.5,7.5
Bajra,435.4343,24.5,7.5
Bajra,435.7767,24.5,7.5
Bajra,435.8035,24.5,7.5
Bajra,435.906,24.5,7.5
Bajra,436.0236,24.5,7.5
Bajra,436.1333,24.5,7
Bajra,436.149,24.5,7
Bajra,436.245,24.5,7
Bajra,436.2979,24.5,7
Bajra,436.7443,24.5,7
Bajra,436.8273,24.5,7
Bajra,437.0108,24.5,7
Bajra,437.0761,24.5,7
Bajra,437.2349,24.5,7
Bajra,437.2665,24.5,7
Bajra,437.2831,24.5,7
Bajra,437.4112,24.5,7
Bajra,437.4177,24.5,7
Bajra,437.6526,24.5,7
Bajra,437.6928,24.5,7
Bajra,437.697,24.5,7
Bajra,437.7231,24.5,7
Bajra,438.2725,24.5,6.7
Bajra,438.3659,24.5,6.7
Bajra,438.3992,24.5,6.7
Bajra,438.4203,24.5,6.7
Bajra,438.4382,24.5,6.7
Bajra,438.4928,24.5,6.7
Bajra,438.4984,24.5,6.7
Bajra,438.5345,24.5,6.7
Bajra,438.5941,24.5,6.7
Bajra,438.6219,24.5,6.7
Bajra,438.6252,24.5,6.7
Bajra,439.0103,24.5,6.7
Bajra,439.0141,24.5,6.7
Bajra,439.1104,24.5,6.7
Bajra,439.5465,24.5,6.5
Bajra,439.6003,24.5,6.5
Bajra,439.7295,24.5,6.5
Bajra,439.7387,24.5,6.5
Bajra,439.9006,24.5,6.5
Bajra,440.0672,24.5,6.5
Bajra,440.1658,24.5,6.5
Bajra,440.2207,24.5,6.5
Bajra,440.3631,24.5,6.5
Bajra,440.3754,24.5,6.5
Bajra,440.7532,24.5,6.5
Bajra,440.8749,24.5,6.5
Bajra,441.0829,24.5,6.3
Bajra,441.1251,24.5,6.3
Bajra,441.2502,23.01,6.3
Bajra,441.366,23.002,6.3
Bajra,441.5394,22.992,6.3
Bajra,441.7013,22.984,6.3
Bajra,441.8383,22.976,6.3
Bajra,441.9115,22.972,6.3
Bajra,442.0015,22.964,6.3
Bajra,442.0577,22.955,6.3
Bajra,442.1377,22.949,6.3
Bajra,442.7483,22.918,6.3
Bajra,442.7804,22.917,6.3
Bajra,442.9591,22.91,6.3
Bajra,443.0443,22.907,6.3
Bajra,443.4349,22.895,6.2
Bajra,443.5506,22.89,6.2
Bajra,443.59,22.888,6.2
Bajra,443.74,22.883,6.2
Bajra,443.74,22.882,6.2
Bajra,443.74,22.881,6.2
Bajra,443.74,22.872,6.2
Bajra,443.74,22.869,6.2
Bajra,443.74,22.865,6.2
Bajra,443.74,22.863,6.2
Bajra,443.74,22.862,6.2
Bajra,443.74,22.86,6.2
Bajra,443.74,22.859,6.2
Bajra,443.74,22.858,6.2
Bajra,443.74,22.856,6.2
Bajra,443.74,22.855,6.2
Bajra,443.74,22.854,6.2
Bajra,443.74,22.853,6.2
Bajra,443.74,22.852,6.2
Bajra,443.74,22.851,6.2
Bajra,443.74,22.85,6.2
Bajra,443.74,22.838,6.2
Bajra,443.74,22.837,6.2
Bajra,443.74,22.836,6.2
Bajra,443.8174,22.806,6.2
Bajra,443.8505,22.803,6.2
Bajra,444.0006,22.799,6.2
Bajra,444.1774,22.794,6
Bajra,444.4751,22.782,6
Bajra,444.7536,22.765,6
Bajra,444.9151,22.756,6
Bajra,444.9736,22.751,6
Bajra,445.5384,22.729,6
Bajra,445.725,22.72,6
Bajra,445.8015,22.718,6
Bajra,445.953,22.713,6
Bajra,446.0794,22.708,6
Bajra,446.4248,22.699,6
Bajra,446.6063,22.69,6
Bajra,446.7708,22.687,6
Bajra,447.1932,22.676,6
Bajra,447.385,22.67,6
Bajra,447.5916,22.664,6
Bajra,447.7164,22.662,6
Bajra,447.7502,22.66,6
Bajra,448.114,22.647,6
Bajra,448.1681,22.643,6
Bajra,448.195,22.641,6
Bajra,448.2262,22.64,6
Bajra,448.2648,22.638,6
Bajra,448.3063,22.637,6
Bajra,448.3396,22.636,6
Bajra,448.3511,22.635,6
Bajra,448.3643,22.634,6
Bajra,448.4056,22.633,6
Bajra,448.4306,22.63,6
Bajra,448.4462,22.628,6
Bajra,448.5466,22.625,6
Bajra,448.6,22.624,6
Bajra,448.816,22.618,6
Bajra,449.1008,22.611,6
Bajra,449.4452,22.596,6
Bajra,449.7045,22.583,6
Bajra,449.9055,22.578,6
Bajra,449.9349,22.576,6
Bajra,449.9886,22.574,6
Bajra,449.9886,22.573,6
Bajra,449.9886,22.572,6
Bajra,449.9886,22.571,6
Bajra,449.9886,22.57,6
Bajra,450.0245,22.565,6
Bajra,450.4734,22.552,6
Bajra,450.5744,22.548,6
Bajra,450.5744,22.547,6
Bajra,450.7654,22.543,6
Bajra,450.7774,22.542,6
Bajra,450.8725,22.539,6
Bajra,442,22.533,6
Bajra,442,22.532,6
Bajra,442,22.531,6
Bajra,442,22.53,6
Bajra,442,22.529,6
Bajra,442,22.528,6
Bajra,442,22.527,6
Bajra,442.1277,22.52,6
Bajra,442.1769,22.518,6
Bajra,451.3211,22.515,6
Bajra,451.5939,22.504,6
Bajra,451.97,22.494,6
Bajra,452.2685,22.484,6
Bajra,453.4726,22.451,6
Bajra,453.5967,22.446,6
Bajra,453.8314,22.441,6
Bajra,454.1088,22.433,6
Bajra,454.2428,22.431,6
Bajra,454.675,22.423,6
Bajra,457.5,22.422,6
Bajra,455.5646,22.397,5.9
Bajra,455.82,22.389,5.9
Bajra,455.8282,22.388,5.9
Bajra,456.0001,22.382,5.9
Bajra,456.1152,22.378,5.9
Bajra,456.9731,22.362,5.9
Bajra,457.1985,22.361,5.9
Bajra,457.3145,22.358,5.9
Bajra,457.5626,22.354,5.9
Bajra,457.6711,22.35,5.9
Bajra,458.6514,22.333,5.9
Bajra,460.1767,22.318,5.9
Bajra,460.23,22.316,5.9
Bajra,460.4309,22.313,5.9
Bajra,461.1015,22.331,5.9
Bajra,461.236,22.34,5.9
Bajra,461.2976,22.346,5.9
Bajra,461.965,22.355,5.9
Bajra,462.4857,22.367,5.9
Bajra,463.7875,22.379,5.9
Bajra,463.7875,22.382,5.9
Bajra,463.8206,22.385,5.9
Bajra,463.909,22.388,5.9
Bajra,463.9338,22.391,5.9
Bajra,463.9357,22.394,5.9
Bajra,463.9426,22.397,5.9
Bajra,463.99,22.4,5.9
Bajra,463.9999,22.403,5.9
Bajra,464.0019,22.406,5.9
Bajra,464.6141,22.418,5.9
Bajra,464.9797,22.421,5.9
Bajra,465.2806,22.427,5.9
Bajra,465.61,22.436,5.9
Bajra,465.61,22.439,5.9
Bajra,465.61,22.442,5.9
Bajra,465.61,22.445,5.9
Bajra,466.1009,22.487,5.7
Bajra,470.1474,22.514,5.7
Bajra,470.6827,22.517,5.7
Bajra,470.8345,22.52,5.7
Bajra,471.3529,22.526,5.7
Bajra,480.6456,22.559,5.7
Bajra,481.2877,22.565,5.5
Bajra,482.9016,22.568,5.5
Bajra,485.2189,22.574,5.5
Bajra,493.2786,22.592,5.5
Bajra,506.7962,22.598,5.5
Bajra,704.9978,23,5.2
Bajra,744.0186,24,5.3
Banana,521.7437,33.55,8.5
Banana,537.817,25,8.3
Banana,537.8173,25,8.3
Banana,537.8173,25,8.3
Banana,537.8177,25,8.3
Banana,537.8186,25,8.3
Banana,537.8186,25,8.3
Banana,540.0518,25,8.3
Banana,540.0548,25,8.3
Banana,543.2263,25,8.3
Banana,551.423,23,8.1
Banana,553.5833,23,8.1
Banana,553.5862,23,8.1
Banana,553.5862,23,8.1
Banana,553.5865,23,8.1
Banana,553.5865,23,8.1
Banana,553.6538,23,8.1
Banana,555.8729,23,8.1
Banana,559.0214,23,8.1
Banana,559.0214,23,8.1
Banana,559.0223,23,8.1
Banana,559.0226,23,8.1
Banana,559.0234,23,8.1
Banana,559.0234,23,8.1
Banana,564.0032,23,8.1
Banana,564.0032,23,8.1
Banana,564.0033,23,8.1
Banana,564.1531,23,8.1
Banana,567.8575,23,8.1
Banana,569.5509,23,8.1
Banana,569.6939,23,8.1
Banana,573.3456,23,8.1
Banana,573.8566,23,7.9
Banana,573.8566,23,7.9
Banana,573.8566,23,7.9
Banana,574.5008,23,7.9
Banana,574.693,23,7.9
Banana,576.8114,23,7.9
Banana,577.1053,23,7.9
Banana,577.1478,23,7.9
Banana,577.1478,23,7.9
Banana,577.5714,23,7.9
Banana,577.8754,23,7.9
Banana,577.8754,23,7.9
Banana,577.8754,23,7.9
Banana,577.8801,23,7.9
Banana,577.8801,23,7.9
Banana,577.8824,23,7.9
Banana,579.0256,23,7.9
Banana,583.5328,23,7.9
Banana,585.5232,23,7.9
Banana,585.5253,23,7.9
Banana,586.2747,23,7.9
Banana,586.379,23,7.9
Banana,586.9082,23,7.9
Banana,587.5601,23,7.9
Banana,588.9404,23,7.9
Banana,589.8495,23,7.9
Banana,595.534,23,7.9
Banana,595.536,23,7.9
Banana,595.5406,23,7.9
Banana,595.5408,23,7.9
Banana,595.927,23,7.9
Banana,595.9318,23,7.9
Banana,596.3777,23,7.9
Banana,597.075,23,7.9
Banana,597.075,23,7.9
Banana,597.078,23,7.9
Banana,597.2077,23,7.9
Banana,598.1544,23,7.9
Banana,598.1642,23,7.9
Banana,600.0717,23,7.9
Banana,600.0717,23,7.9
Banana,600.0725,23,7.9
Banana,600.6441,23,7.9
Banana,601.4659,23,7.9
Banana,601.8833,23,7.9
Banana,602.2232,23,7.9
Banana,602.9945,23,7.9
Banana,604.1497,23,7.9
Banana,604.1509,23,7.9
Banana,604.1509,23,7.9
Banana,604.7541,23,7.9
Banana,604.7541,23,7.9
Banana,604.7559,23,7.9
Banana,604.9901,23,7.9
Banana,604.9901,23,7.9
Banana,604.9906,23,7.9
Banana,605.5134,23,7.9
Banana,606.5709,23,7.9
Banana,606.8876,23,7.9
Banana,607.1142,23,7.9
Banana,611.3393,21,7.9
Banana,613.1719,21,7.9
Banana,613.4986,21,7.9
Banana,613.4988,21,7.9
Banana,613.4988,21,7.9
Banana,613.5121,21,7.9
Banana,615.0668,21,7.9
Banana,615.0668,21,7.9
Banana,615.0738,21,7.9
Banana,615.0781,21,7.9
Banana,615.7808,21,7.9
Banana,616.7277,21,7.9
Banana,617.0942,21,7.9
Banana,617.0942,21,7.9
Banana,617.0942,21,7.9
Banana,619.4593,21,7.9
Banana,619.6245,21,7.9
Banana,621.721,21,7.9
Banana,621.721,21,7.9
Banana,621.7211,21,7.9
Banana,625,21,7.9
Banana,625.0176,21,7.9
Banana,625.0176,21,7.9
Banana,626.8627,21,7.9
Banana,626.8701,21,7.9
Banana,626.8707,21,7.9
Banana,626.8715,21,7.9
Banana,626.8732,21,7.9
Banana,626.8735,21,7.9
Banana,626.874,21,7.9
Banana,626.8741,21,7.9
Banana,626.8746,21,7.9
Banana,626.875,21,7.9
Banana,626.875,21,7.9
Banana,626.875,21,7.9
Banana,626.875,21,7.9
Banana,626.875,21,7.9
Banana,626.875,21,7.9
Banana,626.8754,21,7.9
Banana,626.876,21,7.9
Banana,626.879,21,7.9
Banana,628.2338,21,7.9
Banana,628.234,21,7.9
Banana,628.234,21,7.9
Banana,628.2345,21,7.9
Banana,628.2345,21,7.9
Banana,628.2345,21,7.9
Banana,628.2392,21,7.9
Banana,628.2392,21,7.9
Banana,628.2407,21,7.9
Banana,628.4659,21,7.9
Banana,628.4659,21,7.9
Banana,628.5135,21,7.9
Banana,628.9198,21,7.9
Banana,628.9228,21,7.9
Banana,629.0902,21,7.9
Banana,629.7261,21,7.9
Banana,630.36,21,7.9
Banana,632.3276,21,7.9
Banana,632.4737,21,7.9
Banana,632.6474,21,7.9
Banana,632.6479,21,7.9
Banana,632.6479,21,7.9
Banana,633.6692,21,7.9
Banana,633.8404,21,7.9
Banana,634.2989,21,7.9
Banana,634.7578,21,7.9
Banana,634.7619,21,7.9
Banana,634.7633,21,7.9
Banana,634.7635,21,7.7
Banana,634.7636,21,7.7
Banana,634.7645,21,7.7
Banana,634.765,21,7.7
Banana,634.7653,21,7.7
Banana,634.7655,21,7.7
Banana,634.766,21,7.7
Banana,634.7661,21,7.7
Banana,634.7667,21,7.7
Banana,634.7667,21,7.7
Banana,634.7681,21,7.7
Banana,638.2388,21,7.7
Banana,638.7874,21,7.7
Banana,640.3807,21,7.7
Banana,640.5578,21,7.7
Banana,640.5578,21,7.7
Banana,640.558,21,7.7
Banana,641.9277,19,7.7
Banana,641.9355,19,7.7
Banana,641.9421,19,7.7
Banana,642.2169,19,7.7
Banana,642.8502,19,7.7
Banana,642.9293,19,7.7
Banana,643.5675,19,7.7
Banana,645.9059,19,7.7
Banana,645.9096,19,7.7
Banana,646.0548,19,7.7
Banana,646.1362,19,7.7
Banana,646.1374,19,7.7
Banana,646.1374,19,7.7
Banana,646.6777,19,7.7
Banana,646.6804,19,7.7
Banana,646.8346,19,7.7
Banana,647.8968,19,7.7
Banana,649.2325,19,7.7
Banana,651.622,19,7.7
Banana,651.622,19,7.7
Banana,651.622,19,7.7
Banana,651.9995,19,7.7
Banana,653.852,19,7.7
Banana,653.8974,19,7.7
Banana,655.5927,19,7.7
Banana,657.6648,19,7.7
Banana,657.6682,19,7.7
Banana,657.6685,19,7.7
Banana,657.6688,19,7.7
Banana,657.669,19,7.7
Banana,657.6696,19,7.7
Banana,657.67,19,7.7
Banana,657.6718,19,7.7
Banana,657.6718,19,7.7
Banana,657.6719,19,7.7
Banana,657.6724,19,7.7
Banana,657.6732,19,7.7
Banana,657.6737,19,7.7
Banana,657.6741,19,7.7
Banana,657.6774,19,7.7
Banana,662.3282,21,7.7
Banana,662.3824,21,7.7
Banana,662.3825,21,7.7
Banana,662.3827,21,7.7
Banana,662.3836,21,7.7
Banana,662.3837,21,7.7
Banana,662.3838,21,7.7
Banana,662.3844,21,7.7
Banana,662.3845,21,7.7
Banana,662.3846,21,7.7
Banana,662.3853,21,7.7
Banana,662.3856,21,7.7
Banana,662.3856,21,7.7
Banana,662.3856,21,7.7
Banana,662.3857,21,7.7
Banana,662.3857,21,7.7
Banana,662.3858,21,7.7
Banana,662.3864,21,7.7
Banana,662.3898,21,7.7
Banana,662.494,21,7.7
Banana,662.6883,21,7.7
Banana,662.9523,21,7.7
Banana,663.8736,21,7.7
Banana,664.6295,21,7.7
Banana,664.9627,21,7.7
Banana,664.9766,21,7.7
Banana,664.9782,21,7.7
Banana,664.98,21,7.7
Banana,664.9803,21,7.7
Banana,664.9807,21,7.7
Banana,664.9808,21,7.7
Banana,664.9809,21,7.7
Banana,664.9812,21,7.7
Banana,664.9812,21,7.7
Banana,664.9821,21,7.7
Banana,664.9826,21,7.7
Banana,664.9826,21,7.7
Banana,664.983,21,7.7
Banana,664.9844,21,7.7
Banana,664.9869,21,7.7
Banana,665,21,7.7
Banana,667.7601,21,7.7
Banana,668.469,21,7.7
Banana,668.4711,21,7.7
Banana,668.4711,21,7.7
Banana,668.4716,21,7.7
Banana,668.4722,21,7.7
Banana,668.4726,21,7.7
Banana,668.4726,21,7.7
Banana,668.4727,21,7.7
Banana,668.4729,21,7.7
Banana,668.4729,21,7.7
Banana,668.4732,21,7.7
Banana,668.4733,21,7.7
Banana,668.4734,21,7.7
Banana,668.4749,21,7.7
Banana,668.484,21,7.7
Banana,668.4906,21,7.7
Banana,668.9058,21,7.5
Banana,668.9322,21,7.5
Banana,669.945,21,7.5
Banana,670.506,21,7.5
Banana,670.8937,21,7.5
Banana,671.0647,21,7.5
Banana,671.0661,21,7.5
Banana,671.7619,21,7.5
Banana,671.8601,21,7.5
Banana,672.2612,21,7.5
Banana,672.2622,21,7.5
Banana,672.2625,21,7.5
Banana,672.2626,21,7.5
Banana,672.2628,21,7.5
Banana,672.2631,21,7.5
Banana,672.2634,21,7.5
Banana,672.2637,21,7.5
Banana,672.2645,21,7.5
Banana,672.2653,21,7.5
Banana,672.2654,21,7.5
Banana,672.2656,21,7.5
Banana,672.2664,21,7.5
Banana,672.3328,21,7.5
Banana,673.5021,21,7.5
Banana,677.6096,21,7.5
Banana,677.9208,21,7.5
Banana,678.7383,21,7.5
Banana,679.3268,21,7.5
Banana,680.3484,21,7.5
Banana,681.2197,21,7.5
Banana,682.0618,21,7.5
Banana,683.8382,21,7.5
Banana,684.0798,21,7.5
Banana,684.96,21,7.5
Banana,685.9196,21,7.5
Banana,687.4316,21,7.5
Banana,688.6957,21,7.5
Banana,688.6994,21,7.5
Banana,688.7,21,7.5
Banana,688.7012,21,7.5
Banana,688.702,21,7.5
Banana,688.7021,21,7.5
Banana,688.7022,21,7.5
Banana,688.7023,21,7.5
Banana,688.7028,21,7.5
Banana,688.7028,21,7.5
Banana,688.7034,21,7.5
Banana,688.7034,21,7.5
Banana,688.7045,21,7.5
Banana,688.7046,21,7.5
Banana,688.7053,21,7.5
Banana,689.0517,21,7.5
Banana,689.0589,21,7.5
Banana,689.3802,21,7.5
Banana,690.0344,21,7.5
Banana,690.7801,21,7.5
Banana,691.1364,21,7.5
Banana,691.1765,21,7.5
Banana,691.1871,21,7.5
Banana,691.2076,21,7.5
